Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Sandy,7.07,32.7,1.5,0.62,30.45,81.95,184.24,9.41,10.25,Maize,Flowering,Rabi,Rainfed,Rainwater,2.97,No,20.63,South,High
Silt,7.85,41.91,0.76,1.17,32.16,46.4,2230.29,5.63,0.7,Maize,Flowering,Zaid,Rainfed,Reservoir,3.7,Yes,1.33,North,Low
Loamy,5.0,52.3,1.2,1.21,41.09,50.48,761.08,8.75,8.47,Wheat,Flowering,Rabi,Drip,Reservoir,10.08,Yes,62.27,South,Low
Clay,5.28,49.97,1.14,2.29,38.99,82.1,1945.5,8.25,3.84,Sugarcane,Vegetative,Zaid,Sprinkler,Groundwater,0.38,Yes,33.32,East,Low
Clay,7.24,63.16,1.17,1.79,29.0,27.71,2066.76,6.37,18.46,Potato,Sowing,Rabi,Rainfed,Rainwater,13.74,Yes,22.29,North,Low
Clay,6.29,14.55,1.14,2.71,35.8,61.01,2469.77,5.53,9.19,Rice,Flowering,Kharif,Rainfed,River,4.47,Yes,48.26,East,Medium
Loamy,6.17,41.1,0.59,2.48,22.91,89.43,1852.6,7.94,10.46,Rice,Flowering,Zaid,Sprinkler,Groundwater,1.82,No,19.44,South,Medium
Sandy,5.27,47.44,0.49,0.95,29.57,86.95,1107.01,10.62,7.63,Rice,Sowing,Rabi,Drip,Groundwater,14.31,No,70.63,North,Low
Silt,6.52,58.74,1.57,2.77,24.1,81.3,381.57,4.53,10.68,Sugarcane,Flowering,Rabi,Sprinkler,Groundwater,13.59,Yes,9.28,North,Low
Sandy,5.23,57.82,0.36,2.98,22.11,26.51,119.68,10.67,2.11,Wheat,Vegetative,Kharif,Rainfed,River,1.56,No,30.05,Central,Medium
Sandy,6.42,63.75,0.91,2.13,33.83,87.14,2215.65,7.25,9.45,Sugarcane,Harvest,Rabi,Rainfed,Groundwater,6.82,No,10.82,South,Low
Silt,7.4,37.19,0.85,3.25,20.9,88.82,1116.66,8.97,13.44,Maize,Harvest,Rabi,Canal,Reservoir,9.58,No,107.74,Central,Low
Silt,5.68,55.35,0.77,2.76,23.42,71.46,1874.91,9.62,7.76,Wheat,Flowering,Rabi,Sprinkler,Rainwater,11.84,No,37.73,East,Low
Loamy,6.43,32.36,1.32,2.12,23.02,45.92,1240.83,5.06,8.16,Wheat,Sowing,Rabi,Rainfed,Groundwater,14.74,No,90.53,North,Low
Loamy,8.17,32.07,1.27,3.18,38.11,59.29,2199.16,4.31,16.83,Rice,Sowing,Rabi,Rainfed,Rainwater,11.45,No,15.48,South,Low
Loamy,7.13,22.44,1.48,2.14,17.11,78.38,1874.16,4.9,10.96,Maize,Sowing,Zaid,Sprinkler,Reservoir,8.29,No,92.94,East,Medium
Loamy,7.66,54.64,0.81,1.87,23.44,81.91,213.64,6.39,11.96,Potato,Harvest,Zaid,Rainfed,Rainwater,0.81,Yes,58.15,North,Low
Loamy,6.21,64.19,1.03,1.31,38.64,49.03,1880.37,10.7,6.29,Potato,Flowering,Zaid,Drip,Rainwater,3.31,No,89.43,West,Medium
Silt,7.41,22.61,1.46,3.1,12.46,47.82,667.04,4.3,9.92,Cotton,Sowing,Zaid,Sprinkler,River,13.07,No,58.55,North,Low
Sandy,4.94,11.2,1.59,0.52,40.44,76.53,1932.64,10.44,1.55,Wheat,Flowering,Zaid,Rainfed,Rainwater,6.09,No,20.62,South,Medium
Loamy,5.22,54.49,1.56,1.71,38.97,73.04,2371.29,7.93,8.89,Wheat,Vegetative,Zaid,Rainfed,Groundwater,1.8,Yes,15.56,Central,Low
Loamy,5.49,43.35,1.23,1.93,24.54,60.92,2325.33,4.72,16.15,Wheat,Harvest,Rabi,Canal,River,12.01,No,26.61,Central,Low
Sandy,6.17,62.7,0.49,1.99,31.59,54.42,312.5,5.07,3.65,Cotton,Flowering,Kharif,Sprinkler,Rainwater,2.09,No,55.75,South,Medium
Loamy,7.68,22.38,0.33,2.32,41.73,71.0,136.68,8.83,15.41,Potato,Vegetative,Kharif,Canal,Groundwater,4.47,Yes,59.28,West,High
Sandy,5.98,12.05,1.37,1.82,28.65,27.27,1942.45,8.26,7.8,Rice,Harvest,Kharif,Sprinkler,Groundwater,0.73,No,58.8,West,Low
Sandy,7.03,36.07,1.39,0.97,14.91,30.3,1774.9,5.17,1.03,Maize,Sowing,Kharif,Rainfed,Rainwater,4.67,Yes,72.22,East,Low
Silt,7.21,12.87,1.27,3.01,37.61,65.12,440.43,10.33,19.09,Cotton,Vegetative,Rabi,Rainfed,Groundwater,12.32,Yes,14.3,East,Medium
Clay,6.79,22.92,0.66,2.34,16.02,39.72,1711.42,4.93,4.04,Wheat,Harvest,Rabi,Canal,Rainwater,6.82,Yes,102.91,North,Low
Silt,6.01,15.18,1.13,3.02,19.72,79.23,38.72,7.58,7.03,Rice,Flowering,Zaid,Drip,Rainwater,3.37,Yes,103.64,East,Medium
Clay,6.76,20.78,0.71,1.04,38.21,79.07,1577.91,7.7,9.87,Maize,Harvest,Zaid,Drip,Rainwater,7.35,Yes,74.5,West,Low
Clay,5.96,14.05,0.89,2.27,19.68,74.7,2080.76,10.09,19.01,Sugarcane,Harvest,Rabi,Rainfed,Groundwater,0.35,Yes,98.47,West,Low
Clay,5.09,62.37,0.8,2.53,34.35,88.25,1604.6,4.16,11.83,Potato,Vegetative,Rabi,Drip,River,10.6,No,23.73,Central,Medium
Loamy,8.18,23.88,1.49,1.4,25.43,34.86,163.49,4.96,18.15,Rice,Vegetative,Zaid,Rainfed,Reservoir,0.38,No,59.73,East,High
Silt,5.23,33.3,0.6,2.86,34.79,43.15,2477.43,5.19,11.51,Maize,Sowing,Kharif,Canal,Reservoir,4.92,No,15.85,South,Low
Clay,5.05,59.22,1.05,0.11,18.97,42.66,890.23,4.44,4.51,Wheat,Vegetative,Zaid,Drip,Reservoir,2.99,Yes,67.71,South,Low
Sandy,7.79,46.61,0.77,2.12,24.59,79.77,951.2,8.42,11.51,Maize,Flowering,Kharif,Canal,Reservoir,14.19,No,117.99,West,Medium
Loamy,5.83,43.23,1.16,2.19,21.54,61.49,211.88,5.61,2.46,Wheat,Vegetative,Zaid,Rainfed,Rainwater,2.13,No,23.16,West,Medium
Silt,7.01,48.22,1.03,1.92,19.47,42.69,417.79,8.04,2.78,Rice,Flowering,Kharif,Rainfed,Rainwater,9.29,No,23.02,Central,Low
Clay,5.92,55.24,1.5,2.24,21.43,34.55,677.94,9.48,2.76,Sugarcane,Flowering,Zaid,Canal,River,5.78,No,97.53,South,Low
Sandy,6.13,58.03,0.43,0.67,21.69,87.51,1998.01,6.86,0.74,Rice,Harvest,Kharif,Canal,Reservoir,10.91,No,48.47,Central,Low
Silt,5.69,44.63,0.59,2.43,40.66,73.45,1729.37,9.38,3.45,Wheat,Vegetative,Kharif,Sprinkler,Groundwater,5.24,Yes,31.97,Central,Low
Silt,5.97,58.73,1.3,1.24,28.0,62.0,1459.12,9.45,7.38,Cotton,Flowering,Zaid,Drip,River,1.85,No,24.66,East,Low
Loamy,6.2,38.52,0.78,1.64,25.86,92.58,2159.73,5.84,1.91,Rice,Harvest,Kharif,Drip,Reservoir,0.9,No,68.56,North,Low
Silt,7.25,23.81,0.52,1.23,27.1,84.47,2494.51,4.11,0.62,Potato,Harvest,Rabi,Canal,Groundwater,14.86,No,63.19,East,Low
Loamy,6.54,58.16,0.95,1.71,41.88,37.47,961.94,4.72,2.69,Sugarcane,Flowering,Rabi,Sprinkler,Groundwater,14.46,Yes,110.13,West,Low
Clay,8.01,38.86,1.15,2.21,31.61,60.57,978.06,9.76,18.75,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,3.46,Yes,57.17,East,Medium
Loamy,4.94,59.65,0.36,2.95,33.1,59.03,1840.22,6.84,10.75,Cotton,Sowing,Rabi,Canal,Groundwater,1.6,No,70.36,South,Low
Sandy,6.51,10.29,0.68,1.74,21.41,84.1,1610.87,9.87,8.98,Wheat,Flowering,Rabi,Canal,Rainwater,9.23,Yes,57.9,North,Medium
Loamy,6.79,30.66,1.35,1.2,26.15,35.44,33.48,7.83,10.0,Maize,Sowing,Kharif,Rainfed,Groundwater,10.45,Yes,102.55,West,Low
Sandy,7.93,62.02,0.98,1.76,17.52,56.63,1638.57,5.38,11.32,Sugarcane,Vegetative,Zaid,Canal,River,11.1,No,14.65,North,Medium
Loamy,4.97,22.23,0.35,2.44,32.56,69.56,1799.02,8.99,2.6,Wheat,Sowing,Rabi,Sprinkler,Groundwater,13.72,No,52.04,Central,Medium
Silt,6.75,61.67,0.67,1.28,22.33,91.17,2464.84,7.91,11.9,Potato,Harvest,Rabi,Canal,River,4.03,No,104.18,South,Low
Clay,7.7,62.37,1.13,1.51,34.45,87.95,1466.93,6.46,16.77,Sugarcane,Sowing,Zaid,Drip,Groundwater,3.56,No,4.63,Central,Low
Sandy,5.62,58.28,0.56,2.01,18.39,62.37,1711.04,4.61,11.43,Maize,Sowing,Kharif,Sprinkler,Reservoir,1.39,No,90.44,East,Low
Loamy,7.78,40.13,1.38,1.1,24.11,67.47,1971.87,4.72,17.72,Wheat,Flowering,Kharif,Drip,Reservoir,2.51,No,31.28,South,Medium
Loamy,4.86,44.88,1.18,0.81,26.14,84.67,239.9,5.32,3.2,Rice,Sowing,Zaid,Drip,River,9.85,No,93.26,West,Low
Loamy,7.29,57.57,0.91,0.58,17.0,77.11,1836.63,8.71,16.6,Rice,Flowering,Zaid,Canal,Groundwater,7.45,Yes,71.03,West,Low
Silt,7.97,52.23,1.49,1.3,14.09,86.55,1367.16,9.1,13.42,Cotton,Flowering,Kharif,Sprinkler,Groundwater,10.84,Yes,48.68,East,Low
Silt,7.03,43.92,0.81,0.26,21.51,87.72,250.19,8.42,12.27,Maize,Flowering,Kharif,Canal,Rainwater,9.45,Yes,94.12,East,Medium
Sandy,6.29,63.99,0.61,2.08,28.35,83.28,1674.7,6.36,11.98,Potato,Flowering,Kharif,Canal,River,10.69,Yes,28.89,West,Low
Sandy,4.95,47.08,1.16,0.7,31.58,25.66,586.26,7.08,2.82,Potato,Vegetative,Kharif,Canal,River,8.1,No,48.53,West,Medium
Silt,7.93,63.6,1.05,1.38,24.76,46.77,1344.74,8.97,13.02,Wheat,Sowing,Kharif,Canal,Groundwater,14.24,No,15.06,Central,Low
Sandy,6.4,11.27,0.74,1.02,27.01,53.25,702.4,8.62,8.28,Maize,Flowering,Kharif,Canal,Rainwater,10.22,No,21.78,North,Medium
Clay,4.9,15.92,0.75,2.24,28.3,72.45,261.34,9.41,1.73,Maize,Harvest,Kharif,Canal,Reservoir,10.68,Yes,61.09,Central,Medium
Clay,7.15,33.73,0.82,2.99,27.36,46.48,627.16,5.69,4.5,Rice,Flowering,Rabi,Drip,River,13.28,Yes,29.22,East,Low
Silt,6.44,29.94,0.68,2.25,14.71,47.65,1097.02,4.03,9.13,Wheat,Flowering,Kharif,Canal,Groundwater,9.26,No,17.43,East,Low
Sandy,5.22,52.62,1.22,1.94,24.15,53.01,1235.32,5.87,19.86,Cotton,Sowing,Zaid,Sprinkler,River,3.65,Yes,52.16,West,Low
Loamy,5.53,17.15,1.15,2.37,18.13,91.87,371.2,6.44,8.9,Wheat,Harvest,Kharif,Drip,Groundwater,6.56,No,20.94,West,Low
Clay,5.02,63.64,0.87,0.2,28.01,55.6,802.45,10.72,3.42,Rice,Harvest,Rabi,Rainfed,Rainwater,10.96,Yes,105.7,South,Low
Silt,6.75,25.96,0.82,0.52,34.74,34.85,2148.48,5.52,18.08,Cotton,Vegetative,Kharif,Drip,River,13.91,Yes,106.51,South,Medium
Sandy,6.91,32.45,0.77,0.42,29.38,25.44,2275.96,9.78,1.19,Potato,Sowing,Rabi,Drip,Rainwater,7.35,Yes,108.94,North,Low
Silt,6.52,23.66,0.67,0.43,18.65,41.56,1337.96,8.36,2.97,Cotton,Harvest,Rabi,Drip,River,3.59,No,115.38,Central,Low
Loamy,7.58,41.02,0.41,0.99,18.23,90.72,1225.9,5.17,9.74,Sugarcane,Flowering,Rabi,Rainfed,Reservoir,4.92,Yes,29.63,Central,Low
Clay,7.73,11.34,0.65,1.91,13.11,91.85,1453.52,6.82,2.31,Wheat,Sowing,Rabi,Drip,Reservoir,6.57,No,67.93,West,Low
Silt,6.89,16.53,0.72,0.49,24.79,62.03,536.42,7.57,11.65,Potato,Harvest,Rabi,Canal,Reservoir,11.04,No,35.51,East,Medium
Silt,4.84,50.51,1.01,3.28,24.99,70.25,2483.93,6.41,3.58,Sugarcane,Sowing,Kharif,Drip,Rainwater,1.85,Yes,20.98,South,Low
Silt,7.16,18.63,1.31,3.0,19.09,80.71,1863.18,5.58,13.19,Rice,Sowing,Kharif,Rainfed,Rainwater,1.0,No,32.63,North,Medium
Loamy,6.22,21.42,0.81,3.4,34.93,28.91,596.86,5.77,2.79,Potato,Vegetative,Rabi,Canal,Rainwater,14.97,Yes,38.89,East,Medium
Silt,6.72,53.2,1.53,0.24,23.59,51.2,680.37,8.1,16.3,Wheat,Flowering,Rabi,Canal,Groundwater,5.46,No,55.17,West,Medium
Loamy,7.01,13.32,1.38,2.99,32.08,69.96,1621.03,8.82,14.81,Wheat,Vegetative,Zaid,Sprinkler,Rainwater,4.05,No,17.89,North,High
Loamy,5.99,32.94,1.58,2.83,31.2,87.88,807.12,7.28,18.55,Wheat,Harvest,Rabi,Drip,Reservoir,9.54,Yes,8.97,South,Low
Loamy,7.92,9.31,1.44,3.17,30.14,75.88,888.29,10.59,1.83,Sugarcane,Harvest,Zaid,Canal,Groundwater,13.99,Yes,46.71,South,Low
Clay,5.26,27.77,1.1,1.9,39.24,49.5,1952.36,9.1,11.33,Maize,Vegetative,Kharif,Sprinkler,Groundwater,6.76,Yes,68.41,Central,Medium
Clay,7.08,47.84,1.08,2.78,12.48,88.7,667.32,10.24,14.32,Maize,Sowing,Zaid,Canal,Reservoir,12.22,Yes,97.65,South,Low
Silt,4.81,13.14,0.47,0.27,14.04,71.52,1763.1,7.33,18.1,Maize,Harvest,Kharif,Sprinkler,River,4.35,Yes,59.65,South,Low
Silt,7.94,58.64,1.24,0.36,33.66,83.12,2337.21,4.1,9.9,Sugarcane,Flowering,Zaid,Drip,Reservoir,8.17,No,83.7,North,Medium
Clay,5.18,59.84,1.08,0.5,22.61,51.99,310.34,8.14,19.05,Sugarcane,Flowering,Zaid,Rainfed,Rainwater,8.39,Yes,103.45,South,Low
Sandy,5.12,13.98,0.96,3.21,41.6,25.15,360.71,9.73,2.89,Cotton,Flowering,Kharif,Sprinkler,Groundwater,3.76,Yes,81.16,Central,Medium
Clay,5.93,64.47,1.2,0.31,18.49,36.63,2357.18,7.76,8.95,Maize,Harvest,Kharif,Sprinkler,Reservoir,8.71,Yes,21.62,East,Low
Loamy,6.07,24.96,0.88,0.44,17.5,89.9,508.8,7.98,5.44,Sugarcane,Harvest,Rabi,Canal,Reservoir,8.77,No,76.92,South,Low
Clay,5.53,12.79,0.98,3.26,29.65,27.32,52.25,10.82,3.53,Cotton,Flowering,Rabi,Sprinkler,River,8.81,No,117.63,West,High
Loamy,6.79,8.29,0.82,0.47,20.38,66.72,2171.27,6.56,6.09,Rice,Vegetative,Rabi,Sprinkler,Rainwater,6.2,No,98.01,North,Medium
Silt,6.31,31.29,1.23,3.06,22.21,53.64,705.76,9.61,13.46,Rice,Harvest,Zaid,Rainfed,Groundwater,9.64,No,65.62,South,Low
Sandy,4.92,43.9,1.44,2.78,39.63,55.07,745.88,7.54,9.92,Sugarcane,Flowering,Kharif,Rainfed,River,5.31,Yes,106.36,North,Low
Silt,5.89,26.93,1.39,0.24,12.79,53.06,567.3,7.25,4.04,Cotton,Flowering,Kharif,Sprinkler,River,6.05,Yes,6.44,Central,Low
Loamy,7.56,55.69,1.32,0.17,27.94,29.72,2294.17,5.02,1.12,Cotton,Harvest,Zaid,Canal,Groundwater,0.91,Yes,93.58,South,Low
Loamy,7.14,48.85,0.32,1.92,22.05,33.56,1936.05,9.24,18.51,Sugarcane,Vegetative,Zaid,Sprinkler,Groundwater,14.35,Yes,76.24,Central,Low
Loamy,7.26,27.96,1.49,3.49,22.38,29.41,1491.98,9.76,6.63,Wheat,Flowering,Zaid,Rainfed,Rainwater,10.85,Yes,21.72,South,Low
Sandy,7.17,49.86,0.66,3.09,19.43,28.77,1133.15,7.02,2.99,Rice,Harvest,Rabi,Canal,River,11.17,Yes,93.66,East,Low
Clay,5.86,61.61,1.45,1.15,16.05,30.99,358.83,9.34,3.35,Rice,Flowering,Zaid,Drip,Groundwater,11.86,No,112.16,Central,Low
Silt,5.14,13.31,0.56,1.41,13.03,73.76,2314.97,8.07,5.44,Wheat,Sowing,Kharif,Canal,Groundwater,10.85,Yes,90.6,West,Low
Silt,5.73,25.45,0.87,1.42,41.63,32.99,1874.16,5.8,5.0,Rice,Flowering,Rabi,Canal,Groundwater,13.06,Yes,84.07,North,Low
Clay,7.63,34.41,1.27,2.6,31.81,43.3,697.21,10.47,5.95,Rice,Sowing,Rabi,Drip,River,0.64,No,89.94,East,Low
Silt,8.13,36.39,1.13,1.26,35.32,70.99,2368.74,8.88,4.9,Rice,Vegetative,Zaid,Sprinkler,Reservoir,1.84,No,13.47,South,Medium
Sandy,6.48,38.91,0.84,0.6,13.95,32.86,2337.98,10.15,8.9,Rice,Sowing,Zaid,Sprinkler,River,6.47,No,107.13,East,Low
Silt,4.83,25.14,1.18,2.64,12.45,88.72,1648.8,5.97,15.43,Maize,Vegetative,Rabi,Rainfed,Groundwater,12.97,No,75.09,West,Medium
Loamy,5.28,46.03,1.01,1.66,30.01,58.42,2462.51,10.41,1.03,Sugarcane,Flowering,Rabi,Canal,River,4.55,No,34.42,North,Medium
Clay,5.9,44.77,0.66,0.36,33.71,92.41,468.12,6.55,4.21,Wheat,Sowing,Zaid,Rainfed,Groundwater,11.29,No,8.88,South,Low
Sandy,6.77,40.94,1.14,2.79,23.85,38.48,1828.48,4.07,14.38,Rice,Sowing,Rabi,Rainfed,Groundwater,4.25,No,91.34,North,Low
Clay,5.06,14.48,0.57,2.09,23.63,27.14,380.44,4.53,3.4,Potato,Sowing,Rabi,Drip,Rainwater,14.98,No,78.78,South,Low
Sandy,8.01,35.19,1.2,1.76,23.53,66.32,1729.23,4.63,14.96,Maize,Vegetative,Kharif,Sprinkler,Rainwater,12.66,No,79.74,Central,Medium
Loamy,6.04,28.3,0.3,2.39,16.58,48.01,2299.63,5.45,10.54,Sugarcane,Harvest,Zaid,Rainfed,Groundwater,7.08,Yes,55.44,North,Low
Clay,7.9,35.99,1.01,1.82,34.62,65.07,1340.24,5.31,17.69,Wheat,Sowing,Kharif,Canal,Groundwater,13.34,Yes,103.3,Central,Low
Silt,7.45,60.55,0.82,2.3,18.46,58.16,1907.67,4.41,0.7,Rice,Flowering,Rabi,Canal,Reservoir,9.2,No,108.25,East,Low
Sandy,7.37,35.39,0.69,3.05,21.73,57.0,357.8,10.27,15.79,Rice,Flowering,Rabi,Rainfed,Reservoir,2.21,Yes,67.59,South,Low
Clay,6.86,8.8,0.97,2.19,32.14,84.58,1582.99,9.8,11.66,Potato,Harvest,Kharif,Sprinkler,Groundwater,9.98,Yes,94.9,South,Medium
Silt,6.93,33.01,1.14,2.34,12.0,38.43,157.98,9.34,9.64,Rice,Harvest,Rabi,Canal,Groundwater,7.89,Yes,94.62,West,Low
Clay,6.97,54.78,1.55,2.19,34.99,59.97,92.24,7.35,3.34,Potato,Sowing,Kharif,Drip,Reservoir,3.28,No,81.54,North,Medium
Clay,6.94,52.46,1.38,1.91,38.97,54.12,1585.16,6.98,5.06,Cotton,Flowering,Rabi,Canal,River,1.49,Yes,46.92,North,Low
Clay,6.68,37.26,1.23,0.68,13.55,72.16,1432.02,6.98,15.83,Maize,Vegetative,Zaid,Rainfed,Groundwater,13.29,Yes,47.0,Central,Low
Sandy,8.15,22.24,0.92,1.24,29.75,28.51,823.13,5.83,3.41,Sugarcane,Sowing,Kharif,Canal,River,5.95,Yes,25.8,South,Low
Silt,7.29,34.51,0.81,2.46,24.25,62.06,1282.32,8.26,10.78,Wheat,Sowing,Rabi,Canal,River,13.31,Yes,4.35,North,Low
Loamy,7.44,40.13,0.34,1.55,14.35,58.5,1710.85,4.41,4.55,Potato,Flowering,Rabi,Drip,Reservoir,11.24,Yes,43.66,East,Low
Sandy,7.77,64.99,0.77,1.48,32.47,93.15,1611.82,8.61,10.04,Wheat,Vegetative,Rabi,Sprinkler,Groundwater,0.74,Yes,79.14,East,Medium
Sandy,5.53,44.72,1.4,2.68,30.37,77.91,184.08,7.6,5.47,Maize,Sowing,Rabi,Sprinkler,Groundwater,12.27,Yes,48.58,West,Low
Sandy,5.08,47.57,0.8,0.12,31.28,35.85,1695.3,9.72,7.35,Potato,Sowing,Kharif,Sprinkler,River,3.7,No,75.32,Central,Low
Loamy,6.44,36.01,0.9,2.41,36.4,60.65,1648.83,10.81,16.15,Maize,Flowering,Kharif,Rainfed,Groundwater,6.45,No,99.07,West,Medium
Silt,6.55,28.21,0.65,1.76,20.61,79.86,1674.03,10.14,1.22,Rice,Harvest,Zaid,Drip,River,5.53,No,66.09,Central,Low
Silt,7.62,54.34,0.66,1.38,32.31,61.72,2118.38,9.04,18.52,Wheat,Vegetative,Kharif,Rainfed,River,0.5,Yes,48.38,East,Medium
Silt,6.31,36.21,0.38,1.26,34.3,49.97,1441.76,7.03,6.73,Rice,Harvest,Kharif,Rainfed,Reservoir,12.86,Yes,4.29,Central,Low
Clay,6.74,64.7,1.1,0.69,17.06,51.37,2344.75,5.5,12.12,Maize,Vegetative,Zaid,Sprinkler,Rainwater,10.67,Yes,46.4,West,Low
Clay,6.59,34.06,0.88,1.24,40.71,50.69,2450.02,8.65,4.82,Potato,Flowering,Zaid,Canal,Groundwater,7.18,No,73.66,South,Medium
Clay,4.93,11.88,1.09,1.43,22.2,26.4,1879.61,5.41,7.5,Maize,Harvest,Rabi,Rainfed,Reservoir,6.01,Yes,104.56,North,Low
Loamy,6.89,46.91,1.01,1.59,33.41,76.14,896.7,4.14,9.46,Maize,Harvest,Zaid,Rainfed,River,14.4,No,34.56,North,Low
Clay,7.62,10.66,1.34,2.39,34.62,67.76,357.75,8.01,13.93,Sugarcane,Flowering,Kharif,Drip,Reservoir,13.16,No,44.01,North,High
Loamy,5.34,22.28,1.28,1.64,27.12,43.81,2050.35,6.76,17.53,Sugarcane,Vegetative,Rabi,Sprinkler,Groundwater,14.78,Yes,47.57,West,Medium
Silt,6.82,28.16,1.3,2.81,15.86,69.1,366.58,10.13,17.39,Rice,Vegetative,Rabi,Canal,Reservoir,5.04,No,94.04,South,Medium
Clay,6.82,50.15,0.95,2.28,20.27,46.61,365.42,8.52,7.07,Maize,Harvest,Kharif,Drip,Rainwater,9.59,No,84.4,West,Low
Clay,5.36,36.17,0.76,0.74,19.03,42.04,2297.61,8.53,2.23,Rice,Vegetative,Kharif,Canal,Groundwater,4.7,No,11.76,North,Low
Sandy,5.22,9.63,1.51,1.04,27.56,76.88,1399.68,9.52,18.54,Rice,Sowing,Rabi,Sprinkler,River,1.2,Yes,36.29,Central,Low
Loamy,8.13,43.16,0.37,0.37,19.84,81.64,733.33,6.35,1.1,Potato,Flowering,Rabi,Drip,Groundwater,12.72,No,108.03,South,Low
Silt,6.14,31.45,0.5,3.32,28.4,68.8,2407.46,10.71,17.68,Potato,Harvest,Kharif,Drip,Reservoir,6.67,Yes,86.92,East,Low
Sandy,5.57,60.54,0.85,3.11,20.65,79.89,1768.33,5.55,1.0,Sugarcane,Vegetative,Rabi,Canal,Rainwater,13.16,No,99.76,South,Low
Sandy,5.38,36.48,1.1,0.39,12.03,50.6,1337.11,10.1,19.54,Cotton,Harvest,Rabi,Canal,Reservoir,6.79,Yes,76.32,Central,Low
Silt,7.07,48.41,0.31,2.05,22.9,30.03,823.7,10.38,0.72,Sugarcane,Harvest,Kharif,Sprinkler,River,0.97,No,98.92,East,Low
Sandy,6.87,20.48,1.24,3.37,30.21,67.34,1691.54,4.27,0.83,Rice,Vegetative,Zaid,Sprinkler,Groundwater,1.0,No,89.36,Central,Medium
Loamy,6.99,51.38,1.03,2.64,35.21,42.92,1827.24,8.42,10.42,Sugarcane,Vegetative,Rabi,Canal,Reservoir,10.52,Yes,91.17,North,Medium
Loamy,5.1,49.09,0.93,1.77,12.85,79.42,1780.28,9.25,13.5,Maize,Flowering,Kharif,Sprinkler,Rainwater,11.01,Yes,57.01,Central,Low
Clay,7.84,59.53,0.85,0.92,19.75,50.07,488.34,10.68,7.38,Maize,Sowing,Kharif,Drip,Rainwater,14.78,Yes,70.82,West,Low
Sandy,6.12,9.93,0.98,1.05,41.56,71.95,1743.11,5.76,12.31,Wheat,Harvest,Kharif,Rainfed,Reservoir,6.58,No,80.13,Central,Medium
Clay,5.87,33.51,0.51,2.6,19.85,63.7,1453.62,7.93,16.99,Cotton,Harvest,Rabi,Rainfed,River,12.26,No,14.92,East,Low
Sandy,6.37,46.71,0.44,2.75,35.32,82.22,2125.19,9.41,16.01,Sugarcane,Sowing,Rabi,Drip,River,4.66,Yes,108.62,East,Low
Loamy,6.13,13.42,0.68,1.9,27.28,83.26,1561.92,5.04,17.74,Cotton,Flowering,Zaid,Drip,Groundwater,3.85,No,36.72,Central,Medium
Loamy,7.74,31.4,1.22,0.51,15.67,29.78,365.69,9.97,3.6,Wheat,Sowing,Rabi,Sprinkler,Reservoir,0.71,Yes,32.57,North,Low
Loamy,7.96,61.7,1.06,3.28,31.3,45.66,796.33,6.83,4.88,Maize,Vegetative,Kharif,Canal,Rainwater,8.12,Yes,57.33,Central,Low
Sandy,5.83,32.85,0.92,2.97,40.99,85.96,1859.54,8.48,11.96,Rice,Vegetative,Kharif,Canal,Groundwater,3.83,No,83.0,East,Medium
Loamy,7.74,64.17,1.04,0.58,38.6,53.28,1849.9,4.29,14.61,Sugarcane,Harvest,Kharif,Sprinkler,Reservoir,9.12,Yes,74.73,West,Low
Sandy,7.46,11.24,1.03,0.29,32.71,61.04,556.79,5.56,2.59,Potato,Vegetative,Kharif,Sprinkler,Rainwater,5.09,Yes,61.79,East,Medium
Clay,7.96,48.92,0.7,1.92,27.36,37.83,886.48,7.35,3.92,Maize,Sowing,Zaid,Sprinkler,Rainwater,10.95,Yes,11.51,North,Low
Sandy,5.64,41.12,0.43,1.07,21.58,63.69,38.3,6.02,18.5,Wheat,Sowing,Zaid,Canal,Groundwater,9.81,No,114.5,West,Medium
Clay,6.76,36.53,1.47,1.06,22.71,43.52,829.26,10.7,1.0,Rice,Harvest,Kharif,Sprinkler,Rainwater,14.11,Yes,0.19,East,Low
Sandy,5.73,63.34,1.08,0.4,22.39,83.05,65.85,9.56,8.33,Maize,Flowering,Kharif,Drip,Rainwater,7.38,No,51.71,South,Medium
Clay,7.6,15.39,1.21,3.34,39.66,39.02,2182.18,10.05,4.61,Maize,Flowering,Rabi,Canal,River,4.1,Yes,101.34,Central,Medium
Loamy,4.82,59.07,0.9,2.92,18.34,50.19,1666.62,7.26,15.6,Maize,Harvest,Rabi,Rainfed,River,6.71,No,2.45,West,Low
Clay,6.72,47.4,1.28,0.49,23.34,31.66,2422.87,7.32,17.34,Sugarcane,Vegetative,Kharif,Canal,Reservoir,14.31,No,72.49,Central,Medium
Loamy,5.95,22.76,1.06,3.08,24.96,66.16,2229.81,9.64,5.32,Sugarcane,Harvest,Rabi,Canal,Rainwater,9.13,Yes,110.42,East,Low
